"Dataset","Type","KC","Intercept","Slope_time","Slope_opp"
"ds563","KC","denominator_nameFract","1.1424645888391","0.0273412655722847",-0.0238701379271744
"ds563","KC","denominator_nameImpFract","-0.405931750100576","0.0273424794066433",-0.0459718950463429
"ds563","KC","denominator_recUnit","-0.254787216904145","0.0273451452173523",0.104180550322199
"ds563","KC","denominator_subtraction","1.15089984876574","0.0273425350477674",0.10468348130846
"ds563","KC","dragPiece_makeFract","2.31129843495828","0.0273988970616499",0.317231361362864
"ds563","KC","dragPiece_makeImpFract","1.50100723456242","0.0273468834437614",0.132752369061674
"ds563","KC","makeFract_addition","-1.20738958838912","0.0273431922699485",0.191405571766678
"ds563","KC","makeFract_comparison","-1.01206972511669","0.0273465672111727",-0.160933917054121
"ds563","KC","makeFract_equivalentConc","-2.05630184335332","0.0273436928192114",0.0819116292896182
"ds563","KC","makeFract_equivalentProc","-0.775054664586405","0.0273435721767183",0.0154283019552666
"ds563","KC","makeFract_makeFract","1.42570671086063","0.0273468458754377",-0.282813377102274
"ds563","KC","makeFract_makeImpFract","-0.806076490476464","0.0273429659775734",0.0958849214209907
"ds563","KC","makeFract_recUnit","-0.975505258124239","0.0272921525476827",0.335719073131967
"ds563","KC","makeFract_subtraction","-1.32992862939814","0.0273422564201842",-0.0301846397351892
"ds563","KC","multiply_equivalentConc","0.145500712523933","0.0273404288191963",0.00191938195168863
"ds563","KC","numerator_addition","0.377786110933783","0.0273459422919234",-0.047421990316538
"ds563","KC","numerator_comparison","0.634653014179305","0.0273431711353157",-0.0683721973826541
"ds563","KC","numerator_equivalentConc","0.0925604616010353","0.0273436038808407",0.00420412230360781
"ds563","KC","numerator_equivalentProc","1.01728249384392","0.0273433727112876",-0.0257759787421215
"ds563","KC","numerator_makeFract","1.31903819109591","0.0273454803120337",-0.0747865627262339
"ds563","KC","numerator_makeImpFract","-0.714097418449977","0.0273433518697236",-0.0164952354516061
"ds563","KC","numerator_nameFract","1.36335043896272","0.0273464392970622",-0.0345398082705237
"ds563","KC","numerator_nameImpFract","-0.869764739231986","0.0273430703659266",-0.0415158726609835
"ds563","KC","numerator_recUnit","-1.15376415827257","0.0273433271456289",0.0966405094440769
"ds563","KC","numerator_subtraction","0.821838239659665","0.0273426184534999",0.0541791036449275
"ds563","KC","SE_addition_addition","0.84929219859604","0.0273401519590186",0.162379664053512
"ds563","KC","SE_addition_subtraction","0.472160979874875","0.0273424856330954",0.126209276227604
"ds563","KC","SE_comparison_comparison","0.176042559209494","0.0273443356229552",-0.0686169530946694
"ds563","KC","SE_comparison_makeFract","-0.0367534963147006","0.0273458345154147",-0.0195300260288169
"ds563","KC","SE_comparison_nameFract","-0.170761985150248","0.0273458547590613",-0.0489043026310447
"ds563","KC","SE_denominator_addition","-0.445449337517363","0.0273430044252764",0.150763848292419
"ds563","KC","SE_denominator_subtraction","0.774804415351739","0.0273410690823019",0.0352186124772129
"ds563","KC","SE_equivalence_comparison","-0.587652136287526","0.0273424983889771",0.0403519200274068
"ds563","KC","SE_equivalence_equivalentConc","0.222402367534502","0.0273442774083897",-0.0530531289613662
"ds563","KC","SE_equivalence_equivalentProc","0.516092318484437","0.0273429616163938",0.0551941147396814
"ds563","KC","SE_findUnit_makeFract","-0.170126270372386","0.0273509985569863",0.187686723630347
"ds563","KC","SE_findUnit_recUnit","0.599215701452665","0.0273351956886799",0.0988449135638431
"ds563","KC","SE_numerator_addition","0.164746594583417","0.0273414107642876",0.233366446491954
"ds563","KC","SE_numerator_subtraction","1.44277865384773","0.0273443516334647",-0.0285057229370878
"ds563","KC","unit_addition","-0.611060103239714","0.0273418006989356",0.0748272476425753
"ds563","KC","unit_makeImpFract","-0.156308457758156","0.0273422724941336",0.129882651527329
"ds563","KC","unit_nameFract","0.889347709175087","0.0273538633870948",-0.15636271547482
"ds563","KC","unit_nameImpFract","-0.594178321510229","0.0273437588555911",-0.14561323158428
"ds563","KC","unit_subtraction","0.957344788866434","0.0273419408760456",-0.00324698272172328
"ds563","KC","wholeNumber_equivalentConc","-0.563411174054228","0.0273395752632727",0.244330695908176
"ds563","KC","wholeNumber_makeImpFract","0.75049484000507","0.0273434267332907",-0.00215719826833742
"ds563","KC","wholeNumber_nameImpFract","-0.584539003606039","0.0273409442134238",0.0825069282689595
"ds565","KC","compareLarger_comparison","0.74765979720506","2.59176393230074e-07",-0.0540477332948211
"ds565","KC","compareSmaller_comparison","-0.428922749588378","2.4095712794686e-06",0.421818747713529
"ds565","KC","multiply_equivalentConc","-0.527676798383475","1.47314154380455e-06",-0.0644184410229623
"ds565","KC","nameFract_denom_addition","1.06336133932165","2.95573624274085e-07",-0.135301698533632
"ds565","KC","nameFract_denom_comparison","0.518794518496934","-1.17963420470485e-06",-0.0863683244057608
"ds565","KC","nameFract_denom_equivalentConc","0.0741621036623941","1.26204672679476e-06",-0.0989705585564132
"ds565","KC","nameFract_denom_equivalentProc","0.741485639483592","3.14369039273934e-07",-0.128065920051049
"ds565","KC","nameFract_denom_makeImpFract","0.110689136546476","2.12198914283366e-06",-0.100001757506766
"ds565","KC","nameFract_denom_nameFract","0.45007228021038","-8.99547196068344e-07",0.0806728047524508
"ds565","KC","nameFract_denom_nameImpFract","-0.727255592177988","-4.00429074949398e-07",-0.109718991094022
"ds565","KC","nameFract_denom_subtraction","1.53733945483744","7.5062496229004e-07",-0.0894244040565049
"ds565","KC","nameFract_num_addition","0.781797985174862","-7.63449999435006e-07",-0.138302814204142
"ds565","KC","nameFract_num_comparison","0.308377220591124","-6.18702195112881e-07",-0.111906609989192
"ds565","KC","nameFract_num_equivalentConc","0.0884507856693657","1.6972568418704e-06",-0.0836644915017321
"ds565","KC","nameFract_num_equivalentProc","0.693786067718792","4.32884961568818e-07",-0.101179661427443
"ds565","KC","nameFract_num_makeImpFract","-0.69803883038558","-1.75539683769149e-07",-0.107216958772954
"ds565","KC","nameFract_num_nameFract","0.993531264641235","1.38911803091861e-07",-0.023548077696168
"ds565","KC","nameFract_num_nameImpFract","-0.781697470601029","-3.07475040193518e-07",-0.12551989522281
"ds565","KC","nameFract_num_subtraction","0.712936226752348","1.65423641240116e-06",-0.0514259454820066
"ds565","KC","numSect_denom_makeFract","0.600212160983459","-1.19882883082423e-06",-0.0673088316718488
"ds565","KC","numSect_denom_makeImpFract","-0.947993434079106","5.91948298467201e-07",-0.0595677516836597
"ds565","KC","numSect_denom_nameFract","-0.197395929263077","-7.99668939141328e-07",-0.000576233383743019
"ds565","KC","numSect_denom_nameImpFract","-0.895798791602904","-8.45252312201499e-07",-0.11293056372071
"ds565","KC","numSect_denom_recUnit","0.0194520509326602","6.91570403326086e-07",0.119892903839453
"ds565","KC","numSect_num_addition","-0.399795532236594","-1.62976301471395e-06",-0.0757410217048035
"ds565","KC","numSect_num_makeFract","1.2533874499392","-6.35095794101917e-07",-0.123357772345266
"ds565","KC","numSect_num_makeImpFract","-1.61510081883508","-5.59665261702138e-07",0.023243805938226
"ds565","KC","numSect_num_nameFract","0.0861668201733513","-1.25550459337101e-06",-0.0558888120064366
"ds565","KC","numSect_num_nameImpFract","-1.02675993257572","-2.40320234759274e-07",-0.0882043141149177
"ds565","KC","numSect_num_recUnit","-1.21155873243193","3.31261501273879e-07",0.204891588615753
"ds565","KC","numSect_num_subtraction","0.568886495657122","-1.10634335658537e-06",-0.102870324011465
"ds565","KC","numUnit_makeImpFract","0.766266067682722","2.15555947155317e-07",-0.0494786406016872
"ds565","KC","numUnit_nameImpFract","-0.579995630778644","-1.58841371121166e-06",0.010195215098815
"ds565","KC","one_equivalentConc","-0.531053742382116","2.16107474022987e-07",0.223309243330454
"ds565","KC","partitionDenom_addition","-0.928303320813347","-3.62163608178902e-06",-0.545725525587626
"ds565","KC","partitionDenom_comparison","-1.64778496473583","-1.64316528625849e-06",-0.102296042351783
"ds565","KC","partitionDenom_equivalentConc","-0.827394605152133","-1.14880542416223e-06",-0.0550226247721829
"ds565","KC","partitionDenom_equivalentProc","-0.49886995014306","6.68358157054902e-07",-0.0230930795746034
"ds565","KC","partitionDenom_subtraction","-0.164589098890481","-2.40862119891245e-06",-0.41602286805627
"ds565","KC","placeDot_addition","-1.21970493136034","-2.40985521043625e-06",-0.0554959310372161
"ds565","KC","placeDot_equivalentConc","-2.0949002595555","-3.65950059032369e-07",0.260467456359676
"ds565","KC","placeDot_makeFract","1.67363842830324","1.14155176041531e-06",-0.196935006344763
"ds565","KC","placeDot_makeImpFract","-0.113341142068615","-1.37937024046067e-08",-0.0289730380681624
"ds565","KC","placeDot_recUnit","0.203933900092093","-3.44103229633669e-08",0.0347897951731168
"ds565","KC","placeDot_subtraction","-0.645494697809302","-1.85654687076981e-06",-0.368145031737026
"ds565","KC","relationAmount_comparison","0.553763342871951","-2.06416787129562e-06",-0.250427021651963
"ds565","KC","relationAmount_equivalentConc","-0.575730761216521","4.2969458820561e-08",0.221623204461591
"ds565","KC","relationAmount_makeFract","0.184473583903793","2.00956317539168e-07",-0.0115066251256956
"ds565","KC","relationAmount_nameFract","-0.453327320756253","-4.0721075292638e-07",-0.0124704239957689
"ds565","KC","relationComparison_comparison","0.355937603746254","7.07554460844144e-07",-0.109154509807891
"ds565","KC","relationEquivalence_comparison","-0.607137120571205","-1.34666515357922e-07",-0.0212415393153705
"ds565","KC","relationEquivalence_equivalentConc","0.0180894603211719","-3.4913251140235e-07",-0.113813321560728
"ds565","KC","relationFract_makeFract","0.913942054812268","4.68231126589527e-07",-0.12524914343301
"ds565","KC","relationFract_nameFract","0.0121809838185158","6.89663022209284e-07",-0.0284681895089367
"ds565","KC","relationSectNumber_makeFract","0.50794177466129","8.86596270300237e-07",0.0529565301721744
"ds565","KC","relationSectNumber_nameFract","-0.115115481670294","7.58493789478759e-07",0.0992139104146897
"ds565","KC","relationSectSize_makeFract","0.454412799863048","-4.71849872472095e-07",-0.00753572761817688
"ds565","KC","relationSectSize_nameFract","-1.09063104910089","4.90318453797466e-07",0.339463082053634
"ds565","KC","relationSum_addition","0.666618253565955","1.21085467181416e-07",0.127193258163739
"ds565","KC","relationSum_subtraction","1.54386360099155","1.24398348678225e-06",0.0490196578681564
"ds565","KC","repeatDenomTimes_makeFract","0.0284615632110739","1.33036668281811e-06",0.232139423701184
"ds565","KC","repeatDenomTimes_recUnit","0.671485073534405","1.07324518304999e-06",0.170816483674261
"ds565","KC","repeatUnit_makeFract","-0.182071642541204","3.14312130634432e-06",0.616181758203416
"ds565","KC","repeatUnit_recUnit","1.22329373250341","2.05358582549583e-06",0.261406391644407
"ds565","KC","whatIsDenom_addition","0.0667150881012441","1.47367553326473e-07",0.0888918140011624
"ds565","KC","whatIsDenom_subtraction","1.12523774023347","6.9018734698331e-07",0.000978558634771035
"ds565","KC","whatIsNum_addition","0.454354143346769","-1.36433641617963e-07",0.0446063964026186
"ds565","KC","whatIsNum_subtraction","1.91356978369719","1.06095670317875e-06",-0.135660955839602
"ds565","KC","whatIsUnit_addition","0.306686807868954","2.69435981963161e-07",-0.00795204259486939
"ds565","KC","whatIsUnit_makeFract","1.09210379322135","7.22366415106585e-07",-0.00667228856047949
"ds565","KC","whatIsUnit_makeImpFract","0.982536590520555","-3.37598681516293e-07",0.0184008202420193
"ds565","KC","whatIsUnit_nameFract","0.187454100430911","-5.47481733197096e-07",-0.0516778915286538
"ds565","KC","whatIsUnit_nameImpFract","-0.23208603487957","-2.15330206102511e-06",0.158686139724951
"ds565","KC","whatIsUnit_subtraction","1.47384608219774","6.35335689645297e-07",-0.0209722718721006
"ds565","KC","whyDifferent_equivalentConc","1.2259140934105","-5.63840203411687e-07",-0.29780947610003
"ds565","KC","whyDifferent_equivalentProc","0.849309575635627","1.81434834995336e-07",-0.029905261500847
"ds565","KC","whyTheSame_equivalentConc","0.375433960446215","-4.9799024618328e-07",-0.0601323472405772
"ds565","KC","whyTheSame_equivalentProc","1.46672524925734","4.17217174789326e-07",0.0679046415475573
"ds605","KC","Enter given area","1.76534820479325","-0.0494217178379437",-0.104916748314698
"ds605","KC","Enter given measurement","2.36222059382971","-0.049412895579588",-0.280722966584407
"ds605","KC","Find added area","0.288784232609361","-0.0331930796432654",0.195873944367147
"ds605","KC","Find added areaKnow to use component areas","0.83167688459576","-0.0494066806060908",-0.0990726459968947
"ds605","KC","Find added areaSuccessfully pose component areas","-0.635447166616317","-0.0494114333714369",-0.00118122634277579
"ds605","KC","Find added areaWork with composed area in context","1.10004471761825","-0.0494070596290318",-0.409604433369631
"ds605","KC","Find added areaWork with composed area out of context","0.453166798356079","-0.0494101013892606",-0.173204601445781
"ds605","KC","Find individual area","1.2793469882391","-0.0494142457707879",-0.203743314484108
"ds605","KC","Find individual areaWork with composed area in context","0.722158361091978","-0.0494024401119438",-0.267173413408399
"ds605","KC","Find individual areaWork with composed area out of context","1.00666080094661","-0.0494104637897543",-0.20680186538277
"ds605","KC","Find subtracted areaKnow to use component areas","0.222311271711511","-0.0494082844819278",0.0639905327238888
"ds605","KC","Find subtracted areaSuccessfully pose component areas","-0.439830161375956","-0.0494150243487504",-0.00708757330710962
"ds605","KC","Find subtracted areaWork with composed area in context","0.706585510518861","-0.0494083055487721",-0.0374365334479991
"ds605","KC","Find subtracted areaWork with composed area out of context","0.615427288422848","-0.0494158511704328",0.0508096051504795
"ds605","KC","Know to pose component areas","1.04947842153528","-0.0569068883914938",0.484542520461764
"ds566","KC","0","2.51652055223076","-0.0739742837819156",-0.0879738075399394
"ds566","KC","compare_Circle","-0.539059576217566","-0.0650429536832326",-0.131565359464979
"ds566","KC","compare_NL","-0.0817158739734701","-0.0625858465242822",-0.114906979616543
"ds566","KC","compare_Rectangle","0.876408697970179","-0.073977978544264",-0.131321077926389
"ds566","KC","Delete_Delete","2.26735672753061","-0.0736644290980942",0.602484175428339
"ds566","KC","denominator_Circle","0.823414813579009","-0.0739749248858795",-0.0941521494061468
"ds566","KC","denominator_NL","-0.18842233032719","-0.0739757910683636",-0.0689929934753431
"ds566","KC","denominator_Rectangle","0.777888816274876","-0.0739749461459949",-0.0993163321126755
"ds566","KC","denominator_WE_Circle-NL","0.523854884866706","-0.0739755957943604",-0.086761970427896
"ds566","KC","denominator_WE_Rect-NL","0.488914064856212","-0.0739758692290212",-0.0813779323572689
"ds566","KC","dragPiece_Circle","1.84194826930117","-0.0739744807257354",0.451148160164713
"ds566","KC","dragPiece_Rectangle","2.26253653754412","-0.073980227460741",0.581089493798388
"ds566","KC","makeFract_Circle","-0.988978510372364","-0.0739750667898211",-0.111515542048208
"ds566","KC","makeFract_NL","0.0884219986690526","-0.0739752494808457",-0.269038046496342
"ds566","KC","makeFract_Rectangle","-1.70084076413971","-0.0739749627952944",-0.0763524273263376
"ds566","KC","makeFract_WE_Circle-NL","0.577667895509056","-0.0739748400714998",-0.231572150756172
"ds566","KC","makeFract_WE_Rect-NL","0.405843346803607","-0.0739752177920355",-0.138246494489973
"ds566","KC","multiply_NL","0.373469353339276","-0.0739903816675015",-0.171531713151179
"ds566","KC","multiply_Rectangle","-0.155966455850754","-0.0739644718260852",-0.150531555884479
"ds566","KC","multiply_WE_Circle-NL","0.880779925630327","-0.0739773412281489",0.0700025787734518
"ds566","KC","multiply_WE_Rect-NL","0.485731561298327","-0.0739724517819642",0.0989466250789234
"ds566","KC","numerator_Circle","0.40868953522479","-0.0739751253709648",-0.10233995901889
"ds566","KC","numerator_NL","-0.527426389660465","-0.0739759575493559",-0.0670232448386588
"ds566","KC","numerator_Rectangle","0.657459888722832","-0.0739752856894478",-0.106258725781192
"ds566","KC","numerator_WE_Circle-NL","0.108425977606647","-0.0739758498752086",-0.0758987882757486
"ds566","KC","numerator_WE_Rect-NL","0.452285879785117","-0.0739758426204419",-0.0841504174675811
"ds566","KC","SE_addition_Circle","1.63398415283965","-0.302064558663991",0.201166185673918
"ds566","KC","SE_addition_NL","1.20275204438893","-0.0739739959802577",0.271393502457885
"ds566","KC","SE_addition_Rectangle","1.06298971079621","-0.0550889490756737",0.256065856609383
"ds566","KC","SE_addition_WE_Circle-NL","0.740641159716011","-0.0739633778122455",0.201509580665873
"ds566","KC","SE_addition_WE_Rect-NL","1.05765237760664","-0.0739777850525625",0.216427528508505
"ds566","KC","SE_comparison_Circle","-0.294677287462396","-0.0739744344528755",-0.100855503119536
"ds566","KC","SE_comparison_NL","-0.257910884692783","-0.0739753172500195",-0.0449940597287148
"ds566","KC","SE_comparison_Rectangle","0.177565310500413","-0.0739756126736141",-0.108991469918601
"ds566","KC","SE_comparison_WE_Circle-NL","-0.13830740884043","-0.0739772851177108",0.14275394999542
"ds566","KC","SE_comparison_WE_Rect-NL","-0.220052392086413","-0.0739795111922716",-0.105807611927154
"ds566","KC","SE_denominator_Circle","0.248487634305998","-0.0739764154380919",-0.0198800263033402
"ds566","KC","SE_denominator_NL","-0.327776355976395","-0.0739810314857353",2.11636330696604e-05
"ds566","KC","SE_denominator_Rectangle","0.261782803876805","-0.0739748635702998",0.0772368433136233
"ds566","KC","SE_equivalence_Circle","-0.315953702315795","-0.0739766728423891",-0.0644065969992425
"ds566","KC","SE_equivalence_NL","-0.0346508215907661","-0.0739739732453301",-0.0455813757052482
"ds566","KC","SE_equivalence_Rectangle","-0.27029926571434","-0.0739752404298938",-0.0574201312056846
"ds566","KC","SE_equivalence_WE_Circle-NL","0.668175066094821","-0.0739661863138423",0.143677944713856
"ds566","KC","SE_equivalence_WE_Rect-NL","0.555609996557717","-0.0739781139117218",0.055451268871146
"ds566","KC","SE_findUnit_Circle","0.580004860886925","-0.0744574424195344",0.12762433456959
"ds566","KC","SE_findUnit_NL","-0.167323121424005","-0.0739734236921156",0.107087908832642
"ds566","KC","SE_findUnit_Rectangle","0.489774633862404","-0.0738882197932877",0.0670664796297916
"ds566","KC","SE_numerator_Circle","0.723243484453588","-0.073979158913026",0.230337291913303
"ds566","KC","SE_numerator_NL","0.767716811149024","-0.0739776965414999",0.234352834365313
"ds566","KC","SE_numerator_Rectangle","1.20775944848034","-0.0739782317267995",0.252013930508853
"ds566","KC","SE_relation_WE_Circle-NL","0.27414500518324","-0.0739750704953235",-0.0833958614764103
"ds566","KC","SE_relation_WE_Rect-NL","0.567524242105831","-0.0739749435397649",-0.0933004274593129
"ds566","KC","unit_Circle","-0.164188693342046","-0.0739750179762239",0.101548034470713
"ds566","KC","unit_NL","-0.00471136865736998","-0.0739766152703319",0.0633306783499257
"ds566","KC","unit_Rectangle","0.0329419714884179","-0.0739765020041974",0.0884171219275284
"ds566","KC","unit_WE_Circle-NL","-0.269189700019257","-0.0739745453312239",0.161029410410852
"ds566","KC","unit_WE_Rect-NL","0.248131106382271","-0.073974718146922",0.038289467421653
"ds566","KC","wholeNumber_Circle","-0.772282298056434","-0.0739759159667869",0.123278320728206
"ds566","KC","wholeNumber_NL","-0.0799329449090487","-0.0739771321839222",0.0965418789279859
"ds566","KC","wholeNumber_Rectangle","-0.227693237785775","-0.0739743906552057",-0.072747401648822
"ds115","KC","response_above","0.906378078034638","-0.00797912926079724",0.00233581928135708
"ds115","KC","response_abroad","1.15128912862421","0.000162964100041614",-0.16852927444239
"ds115","KC","response_address","0.0298365929838444","-0.00580046306913535",0.128819100354422
"ds115","KC","response_again","0.421550532491289","-0.00220600957907451",-0.0310385121187218
"ds115","KC","response_ai4","-0.275968909218547","0.00299910219262446",-0.00536110568945006
"ds115","KC","response_airport","1.36853272269622","-0.00613568652103311",-0.101554442873927
"ds115","KC","response_all","0.482618229251651","0.00473715656852717",-0.171100547950246
"ds115","KC","response_ba4ba","1.67760168831494","-0.00369611621357407",-0.190361027507006
"ds115","KC","response_bai3","0.428014970091009","0.00364973091255443",-0.136655341594106
"ds115","KC","response_ban4","0.0255152595708841","0.00100576909368282",-0.014773106134678
"ds115","KC","response_bang4","-0.264809663097032","0.000747338519813002",0.0294183433799514
"ds115","KC","response_basketball","1.75015445242747","-0.0105403820258106",-0.0773549796622311
"ds115","KC","response_beautiful","2.27032890217996","-0.00256755884376884",-0.331292579422885
"ds115","KC","response_before","0.540100261297188","-0.00309433141770759",-0.0631203000424734
"ds115","KC","response_bei1","-0.645242864770632","0.00541453341803628",0.00734945662410036
"ds115","KC","response_bi3jiao4","-3.7255353426549","0.00662742773505816",0.454187725869754
"ds115","KC","response_bi4ye4","-1.54775408255575","0.00683212039130811",0.112909913727502
"ds115","KC","response_big","1.39573583715198","0.00186374025625233",-0.257017129632477
"ds115","KC","response_birthday","0.654607569461288","-0.00029517218103753",-0.0764098758844504
"ds115","KC","response_book","1.22842844373323","-0.00270101231396546",-0.115296666405331
"ds115","KC","response_boss","1.77458042702794","-0.000844965737067874",-0.278899694153368
"ds115","KC","response_bottle","0.557777934655136","0.00221391963189624",-0.125276228900693
"ds115","KC","response_busy","1.42853135752985","-0.00331225140921127",-0.161534767609959
"ds115","KC","response_cai4","-0.851503512139612","0.00162906134999894",0.109962535409829
"ds115","KC","response_cake","1.25935782226626","-0.00760632707003066",-0.085067433043898
"ds115","KC","response_car","2.22799502134515","-0.00282988360705774",-0.290455639261884
"ds115","KC","response_chang2","-0.480517304925862","-0.0021766106766858",0.109586635791283
"ds115","KC","response_che1","0.424605575484447","-0.00127011916969217",-0.0422614677266447
"ds115","KC","response_chen4shan1","-2.66127681879182","0.00573353332529472",0.307596571633881
"ds115","KC","response_cheng2shi4","-3.43867849135343","0.00549763546727223",0.428213282076043
"ds115","KC","response_chi1","-0.715694842213834","6.8535063795442e-05",0.10797828366863
"ds115","KC","response_chu2fang2","-1.53681510752167","0.000331474299791288",0.233781736510678
"ds115","KC","response_city","1.22647518665322","-0.00847731704425991",-0.0571592443412549
"ds115","KC","response_coach","0.841000740420697","-0.00340248053893414",-0.0524604587233334
"ds115","KC","response_cola","1.83937107322245","-0.00414008899686666",-0.20532009072499
"ds115","KC","response_cold","1.21296147107974","0.00428447396364586",-0.283900537053273
"ds115","KC","response_college","1.46975261389998","-0.00696597580380308",-0.109148587739175
"ds115","KC","response_comfortable","0.695428616788994","-0.00150086150803516",-0.0958659442205758
"ds115","KC","response_company","1.10075842506362","-0.00113438959917714",-0.164456980466226
"ds115","KC","response_computer","1.29573894845861","-0.00034048977183164",-0.184574757466916
"ds115","KC","response_correct","0.222183947433199","-0.00907339630755812",0.145208704393312
"ds115","KC","response_country","1.15817953047837","-0.00746321192329371",-0.050102915761444
